,x,y
0,14,71
1,15,92
2,16,112
3,19,134
4,24,154
5,34,173
6,51,189
7,72,200
8,97,203
9,122,200
10,142,191
11,159,179
12,172,161
13,178,139
14,181,117
15,187,94
16,189,71
17,25,47
18,34,34
19,51,29
20,67,30
21,83,36
22,111,35
23,128,27
24,146,26
25,163,31
26,174,46
27,97,55
28,96,68
29,95,80
30,94,94
31,77,109
32,86,111
33,95,112
34,104,111
35,114,109
36,42,64
37,52,60
38,63,59
39,74,63
40,63,65
41,52,66
42,122,61
43,134,57
44,145,58
45,153,63
46,144,65
47,133,64
48,66,144
49,76,133
50,87,128
51,98,131
52,108,128
53,121,133
54,133,144
55,121,152
56,108,156
57,97,157
58,86,156
59,75,152
60,70,144
61,87,138
62,97,139
63,108,138
64,128,143
65,108,147
66,97,148
67,86,146
