,x,y
0,15,55
1,16,79
2,19,102
3,22,126
4,29,148
5,42,167
6,59,184
7,78,199
8,99,202
9,121,199
10,144,186
11,164,171
12,181,153
13,190,131
14,193,106
15,197,81
16,200,55
17,23,40
18,35,32
19,50,32
20,65,37
21,80,44
22,114,44
23,130,36
24,146,31
25,163,31
26,178,38
27,97,59
28,96,73
29,96,87
30,95,102
31,83,112
32,90,115
33,96,117
34,103,114
35,111,112
36,41,61
37,51,55
38,63,56
39,74,64
40,62,66
41,50,66
42,125,64
43,134,56
44,147,55
45,158,61
46,148,66
47,135,66
48,64,137
49,76,132
50,88,129
51,97,131
52,107,129
53,121,132
54,137,136
55,122,152
56,108,158
57,97,159
58,87,158
59,75,152
60,70,139
61,88,138
62,97,139
63,107,138
64,131,138
65,107,146
66,97,147
67,88,146
