,X,Y
0,56,121
1,57,143
2,59,165
3,61,187
4,68,206
5,79,225
6,93,241
7,110,255
8,130,258
9,151,256
10,167,241
11,179,224
12,189,206
13,195,186
14,197,165
15,198,145
16,199,123
17,65,117
18,74,105
19,89,99
20,106,100
21,121,106
22,137,107
23,151,102
24,166,101
25,180,106
26,188,117
27,129,120
28,130,135
29,130,151
30,131,167
31,113,172
32,121,175
33,130,178
34,139,175
35,145,172
36,83,121
37,91,115
38,100,115
39,109,122
40,100,123
41,91,124
42,146,124
43,155,117
44,165,117
45,172,122
46,165,125
47,155,125
48,94,192
49,107,190
50,120,190
51,129,192
52,138,190
53,150,191
54,162,191
55,151,204
56,139,212
57,129,214
58,119,213
59,106,205
60,98,193
61,120,195
62,129,197
63,139,195
64,157,192
65,139,202
66,129,204
67,119,202
