,X,Y
0,56,110
1,56,131
2,58,151
3,62,170
4,69,189
5,80,204
6,94,218
7,110,228
8,127,230
9,144,226
10,158,215
11,170,202
12,182,187
13,190,170
14,194,151
15,196,131
16,196,111
17,68,111
18,79,103
19,94,103
20,108,107
21,121,113
22,137,112
23,149,106
24,162,101
25,176,101
26,187,109
27,129,123
28,129,137
29,129,150
30,129,164
31,113,168
32,120,171
33,128,173
34,136,171
35,143,168
36,83,121
37,91,117
38,101,118
39,109,124
40,100,125
41,91,125
42,147,123
43,155,116
44,165,116
45,173,119
46,166,124
47,157,124
48,100,189
49,113,187
50,123,185
51,128,187
52,135,185
53,143,187
54,154,189
55,143,197
56,135,201
57,128,202
58,121,201
59,112,198
60,104,189
61,122,191
62,128,192
63,135,191
64,150,190
65,134,191
66,128,192
67,122,191
