,x,y
0,-2,65
1,0,88
2,4,111
3,7,135
4,17,157
5,32,176
6,53,191
7,75,202
8,99,205
9,122,200
10,140,186
11,154,169
12,166,151
13,173,130
14,175,108
15,176,86
16,175,65
17,16,46
18,28,33
19,45,27
20,63,28
21,80,35
22,120,39
23,133,31
24,149,29
25,163,33
26,171,45
27,99,58
28,100,72
29,101,86
30,101,100
31,82,111
32,91,114
33,100,117
34,109,114
35,117,111
36,38,63
37,50,59
38,62,59
39,73,66
40,61,67
41,49,66
42,122,65
43,134,58
44,146,58
45,155,63
46,146,66
47,134,66
48,52,137
49,70,132
50,87,130
51,99,131
52,109,129
53,124,130
54,138,136
55,126,158
56,111,168
57,99,170
58,87,168
59,68,159
60,58,138
61,87,135
62,99,137
63,110,135
64,132,137
65,110,159
66,99,160
67,86,159
