,X,Y
0,56,121
1,57,142
2,60,161
3,63,180
4,69,198
5,81,215
6,95,229
7,112,241
8,130,244
9,148,240
10,165,227
11,179,212
12,189,195
13,194,178
14,196,159
15,198,141
16,199,122
17,66,116
18,74,107
19,87,104
20,100,104
21,113,108
22,140,108
23,153,103
24,168,103
25,181,106
26,190,116
27,128,121
28,128,135
29,128,149
30,128,163
31,111,166
32,119,170
33,128,173
34,137,169
35,145,166
36,83,122
37,91,118
38,101,118
39,109,123
40,100,123
41,91,124
42,146,124
43,155,118
44,164,119
45,173,123
46,164,124
47,155,124
48,92,183
49,104,179
50,118,179
51,128,181
52,139,179
53,152,179
54,164,182
55,154,201
56,140,210
57,128,211
58,117,210
59,103,201
60,95,184
61,118,184
62,128,186
63,139,184
64,161,183
65,140,199
66,128,201
67,117,200
