,x,y
0,30,54
1,31,75
2,34,94
3,40,113
4,49,130
5,60,146
6,71,162
7,82,177
8,98,183
9,114,179
10,131,166
11,146,150
12,161,133
13,172,113
14,179,90
15,186,66
16,188,40
17,30,30
18,39,22
19,51,23
20,63,26
21,75,33
22,112,32
23,127,25
24,143,22
25,159,23
26,173,29
27,95,56
28,94,76
29,93,96
30,92,115
31,79,117
32,86,121
33,94,125
34,104,121
35,113,118
36,45,56
37,54,51
38,65,52
39,76,61
40,64,63
41,52,63
42,122,60
43,133,51
44,145,50
45,156,55
46,147,62
47,134,63
48,69,128
49,79,130
50,88,131
51,97,133
52,106,132
53,120,132
54,137,130
55,121,148
56,106,154
57,97,154
58,87,152
59,78,145
60,74,131
61,88,137
62,97,139
63,106,138
64,132,132
65,106,141
66,97,141
67,88,139
