,x,y
0,21,67
1,21,88
2,24,109
3,30,129
4,37,150
5,48,170
6,62,188
7,78,200
8,101,203
9,127,202
10,151,196
11,171,183
12,188,164
13,197,142
14,201,118
15,204,94
16,205,70
17,28,40
18,37,29
19,50,25
20,64,25
21,77,32
22,113,33
23,129,28
24,147,28
25,162,34
26,175,43
27,94,57
28,92,72
29,91,86
30,89,100
31,78,112
32,85,115
33,93,117
34,102,114
35,112,112
36,42,62
37,52,55
38,65,56
39,76,64
40,63,66
41,51,66
42,122,65
43,134,58
44,147,58
45,158,65
46,147,68
47,134,67
48,60,140
49,69,128
50,84,125
51,96,128
52,110,125
53,129,128
54,146,140
55,132,162
56,112,171
57,98,172
58,84,170
59,70,161
60,64,141
61,84,136
62,97,137
63,110,136
64,142,140
65,111,157
66,98,158
67,85,156
