,X,Y
0,64,110
1,66,128
2,69,145
3,73,162
4,80,178
5,90,193
6,102,205
7,115,216
8,130,218
9,145,215
10,158,204
11,168,190
12,177,175
13,183,159
14,187,143
15,191,127
16,193,109
17,71,103
18,79,96
19,91,95
20,102,99
21,112,105
22,144,106
23,155,101
24,166,97
25,177,97
26,185,103
27,128,122
28,128,136
29,128,150
30,128,163
31,117,168
32,122,170
33,128,172
34,134,170
35,139,168
36,84,121
37,91,115
38,102,117
39,110,125
40,100,127
41,90,127
42,146,124
43,154,116
44,165,115
45,172,120
46,166,126
47,156,127
48,107,188
49,116,186
50,123,185
51,128,186
52,134,184
53,141,185
54,149,186
55,141,193
56,134,196
57,129,197
58,123,197
59,116,194
60,111,189
61,123,189
62,128,190
63,134,189
64,145,187
65,134,188
66,129,189
67,123,189
