,X,Y
0,57,120
1,59,138
2,62,156
3,66,173
4,74,189
5,86,202
6,100,214
7,115,224
8,130,226
9,144,222
10,155,210
11,164,197
12,173,184
13,181,169
14,185,154
15,187,138
16,187,121
17,69,109
18,80,103
19,93,102
20,106,105
21,118,109
22,141,109
23,151,105
24,162,103
25,173,103
26,183,107
27,130,124
28,130,137
29,130,150
30,130,163
31,115,169
32,122,171
33,129,173
34,135,171
35,142,169
36,83,121
37,91,117
38,101,118
39,108,126
40,100,126
41,90,126
42,146,126
43,153,117
44,163,116
45,171,120
46,164,125
47,154,126
48,102,185
49,112,184
50,122,183
51,129,185
52,136,183
53,145,185
54,153,186
55,145,196
56,137,200
57,129,201
58,122,201
59,112,196
60,106,187
61,122,189
62,129,190
63,136,189
64,149,187
65,136,191
66,129,192
67,122,191
