,x,y
0,15,71
1,15,93
2,16,114
3,20,137
4,26,157
5,39,175
6,54,191
7,74,200
8,98,202
9,122,200
10,141,191
11,157,175
12,168,157
13,177,136
14,182,115
15,184,93
16,186,70
17,28,44
18,40,35
19,55,32
20,70,32
21,85,38
22,112,38
23,126,33
24,142,33
25,157,37
26,168,47
27,98,57
28,97,71
29,97,85
30,97,99
31,79,112
32,88,114
33,98,115
34,107,114
35,117,112
36,43,61
37,53,56
38,64,56
39,75,64
40,63,65
41,52,65
42,122,64
43,132,56
44,144,57
45,154,63
46,144,66
47,133,66
48,61,140
49,74,132
50,88,127
51,99,129
52,109,128
53,124,132
54,136,141
55,124,158
56,110,166
57,99,167
58,87,166
59,73,158
60,66,141
61,88,136
62,99,137
63,109,136
64,131,141
65,109,152
66,99,153
67,88,152
