,X,Y
0,59,116
1,60,134
2,63,152
3,66,169
4,71,185
5,81,199
6,94,211
7,110,219
8,129,221
9,146,218
10,161,209
11,172,197
12,180,184
13,185,169
14,188,153
15,191,136
16,192,120
17,70,105
18,80,98
19,93,96
20,106,97
21,117,103
22,141,104
23,152,100
24,164,98
25,176,100
26,185,108
27,129,120
28,129,132
29,130,144
30,130,156
31,115,165
32,123,166
33,130,167
34,137,166
35,144,165
36,82,120
37,91,114
38,102,115
39,111,126
40,101,126
41,90,126
42,146,126
43,155,117
44,166,116
45,174,122
46,167,127
47,156,128
48,103,181
49,113,177
50,123,175
51,130,177
52,137,175
53,147,178
54,155,181
55,147,189
56,138,195
57,130,196
58,123,195
59,113,190
60,107,182
61,123,184
62,130,185
63,137,184
64,151,182
65,137,184
66,130,185
67,123,184
