,X,Y
0,62,124
1,63,142
2,65,159
3,68,176
4,74,193
5,83,209
6,96,222
7,111,231
8,129,234
9,147,233
10,163,227
11,178,214
12,187,197
13,192,179
14,196,161
15,199,142
16,201,122
17,75,109
18,83,102
19,94,101
20,105,103
21,115,107
22,137,107
23,149,104
24,162,102
25,174,105
26,183,111
27,127,119
28,126,130
29,126,141
30,125,152
31,114,162
32,120,164
33,126,165
34,133,164
35,139,162
36,87,121
37,94,117
38,102,117
39,109,122
40,101,124
41,93,124
42,146,122
43,153,117
44,161,117
45,169,121
46,162,124
47,153,124
48,105,190
49,113,184
50,120,180
51,126,182
52,133,180
53,141,184
54,150,190
55,142,195
56,135,196
57,128,196
58,121,196
59,114,195
60,109,190
61,120,186
62,126,186
63,133,186
64,146,189
65,134,188
66,127,188
67,121,188
