,X,Y
0,61,123
1,62,141
2,63,159
3,65,177
4,71,194
5,82,209
6,96,220
7,111,230
8,128,233
9,145,229
10,160,219
11,174,206
12,184,192
13,191,175
14,194,157
15,195,139
16,195,121
17,71,107
18,78,100
19,90,97
20,101,98
21,113,102
22,142,102
23,152,98
24,164,96
25,175,99
26,183,106
27,128,120
28,128,132
29,128,144
30,128,157
31,114,164
32,121,166
33,128,168
34,135,167
35,142,165
36,83,122
37,91,117
38,100,118
39,108,124
40,100,126
41,91,126
42,146,124
43,154,117
44,164,117
45,172,121
46,165,125
47,155,125
48,94,181
49,107,178
50,119,178
51,128,180
52,136,178
53,149,179
54,161,181
55,149,198
56,136,204
57,127,205
58,118,204
59,105,198
60,98,182
61,119,182
62,128,183
63,136,183
64,157,183
65,136,195
66,127,196
67,118,195
