,x,y
0,16,64
1,17,84
2,19,106
3,22,127
4,29,147
5,41,165
6,56,181
7,74,195
8,95,199
9,117,195
10,139,183
11,159,170
12,177,153
13,187,132
14,192,110
15,197,86
16,200,62
17,23,47
18,35,37
19,51,34
20,67,38
21,84,44
22,110,41
23,128,34
24,147,31
25,166,35
26,180,45
27,97,60
28,96,76
29,95,91
30,94,107
31,78,114
32,86,117
33,96,120
34,106,116
35,116,113
36,40,63
37,50,55
38,64,56
39,75,65
40,63,67
41,50,67
42,124,64
43,135,54
44,148,54
45,159,62
46,149,66
47,136,66
48,61,137
49,72,130
50,85,127
51,96,129
52,108,127
53,125,129
54,142,136
55,126,151
56,110,158
57,97,160
58,85,159
59,72,152
60,66,138
61,85,135
62,97,135
63,108,134
64,136,136
65,109,146
66,97,148
67,85,146
