,x,y
0,27,53
1,28,73
2,30,94
3,35,115
4,42,134
5,53,152
6,66,169
7,81,185
8,99,191
9,120,190
10,142,180
11,163,166
12,180,148
13,192,127
14,198,102
15,202,75
16,205,48
17,33,35
18,43,27
19,56,26
20,70,29
21,82,35
22,107,34
23,124,28
24,142,26
25,160,30
26,175,38
27,94,58
28,92,74
29,90,91
30,88,107
31,79,116
32,85,119
33,92,121
34,100,118
35,108,115
36,49,56
37,58,49
38,71,50
39,79,62
40,69,64
41,57,62
42,120,62
43,129,51
44,142,50
45,153,57
46,144,63
47,131,64
48,72,134
49,81,133
50,89,133
51,97,136
52,105,133
53,121,133
54,138,134
55,122,147
56,107,154
57,97,154
58,89,153
59,81,147
60,77,136
61,89,141
62,97,142
63,106,141
64,133,135
65,106,142
66,97,143
67,89,142
