,X,Y
0,62,131
1,64,149
2,67,166
3,70,183
4,75,200
5,83,214
6,95,225
7,109,234
8,127,238
9,145,235
10,160,228
11,173,217
12,182,202
13,187,185
14,192,167
15,195,148
16,197,130
17,71,114
18,76,101
19,87,95
20,101,94
21,114,97
22,141,96
23,154,93
24,168,94
25,180,100
26,186,112
27,127,116
28,127,126
29,127,137
30,127,147
31,114,162
32,121,163
33,127,165
34,134,163
35,140,162
36,87,122
37,94,117
38,103,116
39,110,122
40,103,124
41,94,124
42,147,122
43,154,117
44,162,117
45,169,122
46,163,124
47,154,124
48,104,192
49,112,187
50,120,185
51,127,187
52,135,185
53,144,187
54,152,192
55,143,197
56,135,199
57,127,200
58,120,199
59,112,197
60,108,192
61,120,190
62,127,191
63,135,190
64,148,192
65,135,192
66,127,193
67,120,192
