,x,y
0,-2,65
1,-1,88
2,2,112
3,6,135
4,16,155
5,29,172
6,48,185
7,69,195
8,92,198
9,112,194
10,129,182
11,143,168
12,154,151
13,163,132
14,168,112
15,171,90
16,170,68
17,23,37
18,38,29
19,55,28
20,71,31
21,86,39
22,115,40
23,127,33
24,140,29
25,154,29
26,165,37
27,101,56
28,102,72
29,103,88
30,105,105
31,84,112
32,92,116
33,102,119
34,110,116
35,118,112
36,40,60
37,51,55
38,62,55
39,72,62
40,61,64
41,49,64
42,121,63
43,131,55
44,142,55
45,151,61
46,142,65
47,131,65
48,58,138
49,74,132
50,90,130
51,100,132
52,108,129
53,119,132
54,127,138
55,118,151
56,108,158
57,98,160
58,87,159
59,72,152
60,64,139
61,89,138
62,100,139
63,108,138
64,121,139
65,108,144
66,99,145
67,89,145
