,x,y
0,19,64
1,20,86
2,23,109
3,28,129
4,37,149
5,50,167
6,65,182
7,81,197
8,100,202
9,122,200
10,145,190
11,167,177
12,186,159
13,198,138
14,204,113
15,206,88
16,206,62
17,26,45
18,36,34
19,52,31
20,68,34
21,84,41
22,107,42
23,124,34
24,143,30
25,164,31
26,180,41
27,94,59
28,93,75
29,92,92
30,91,108
31,75,115
32,84,118
33,94,120
34,106,117
35,119,115
36,42,63
37,52,56
38,66,55
39,78,66
40,65,69
41,51,68
42,123,65
43,135,55
44,148,53
45,161,60
46,150,67
47,136,67
48,62,135
49,73,130
50,86,128
51,97,130
52,107,128
53,124,131
54,143,134
55,125,154
56,108,161
57,97,163
58,85,161
59,73,153
60,67,136
61,86,135
62,97,137
63,108,135
64,138,136
65,108,150
66,96,151
67,85,149
