,X,Y
0,63,120
1,61,137
2,61,154
3,62,172
4,66,189
5,77,204
6,91,216
7,108,227
8,127,231
9,145,228
10,163,218
11,179,206
12,191,192
13,197,174
14,200,156
15,202,139
16,203,121
17,68,112
18,77,104
19,89,102
20,102,105
21,112,110
22,141,108
23,153,103
24,165,100
25,178,103
26,188,112
27,126,120
28,126,131
29,126,142
30,125,154
31,110,162
32,118,165
33,126,167
34,134,164
35,142,162
36,83,122
37,91,118
38,100,119
39,109,125
40,100,125
41,91,125
42,147,125
43,155,119
44,164,118
45,173,121
46,165,124
47,156,125
48,89,178
49,102,176
50,116,175
51,125,176
52,136,175
53,150,176
54,166,178
55,151,192
56,136,199
57,125,200
58,115,198
59,101,192
60,93,180
61,115,180
62,125,181
63,136,180
64,161,179
65,136,190
66,125,192
67,115,190
