,x,y
0,6,51
1,8,75
2,12,98
3,18,120
4,26,140
5,40,158
6,57,173
7,75,186
8,95,190
9,115,186
10,132,172
11,147,156
12,158,137
13,166,117
14,172,96
15,177,75
16,180,52
17,21,41
18,37,35
19,53,36
20,69,41
21,84,47
22,115,49
23,129,43
24,144,39
25,159,36
26,173,42
27,99,60
28,100,75
29,100,90
30,100,104
31,84,112
32,91,115
33,99,118
34,107,115
35,114,112
36,40,58
37,51,53
38,63,54
39,73,62
40,61,64
41,49,63
42,123,63
43,132,55
44,144,54
45,154,59
46,145,64
47,133,65
48,66,137
49,79,133
50,91,131
51,99,134
52,107,131
53,117,133
54,127,137
55,117,148
56,107,154
57,98,156
58,89,154
59,78,148
60,72,138
61,90,139
62,99,140
63,107,139
64,122,138
65,107,142
66,98,143
67,90,142
