,x,y
0,21,68
1,21,89
2,24,111
3,28,133
4,33,154
5,44,173
6,59,189
7,78,200
8,103,202
9,130,199
10,151,189
11,169,174
12,182,155
13,188,133
14,190,110
15,193,87
16,193,64
17,29,47
18,39,37
19,54,34
20,68,36
21,82,42
22,113,39
23,128,33
24,144,31
25,159,35
26,172,44
27,97,58
28,97,71
29,96,84
30,96,97
31,81,110
32,88,113
33,96,115
34,105,113
35,114,110
36,44,62
37,53,55
38,66,55
39,76,65
40,64,68
41,52,67
42,123,64
43,133,55
44,146,54
45,155,61
46,147,67
47,134,67
48,63,140
49,74,133
50,87,130
51,97,132
52,108,130
53,123,133
54,137,139
55,125,155
56,110,161
57,98,162
58,87,161
59,75,155
60,68,141
61,87,138
62,97,138
63,108,138
64,133,140
65,109,150
66,98,151
67,88,150
