,X,Y
0,59,121
1,61,141
2,64,159
3,67,177
4,72,194
5,81,209
6,94,220
7,109,228
8,127,230
9,146,229
10,165,221
11,181,210
12,193,193
13,200,175
14,203,156
15,205,136
16,207,115
17,66,114
18,74,104
19,88,101
20,103,103
21,116,108
22,134,107
23,148,101
24,163,98
25,178,100
26,190,108
27,126,119
28,125,132
29,124,146
30,123,159
31,113,166
32,119,169
33,125,171
34,133,169
35,139,167
36,84,122
37,92,119
38,101,118
39,110,123
40,101,125
41,92,126
42,146,122
43,155,118
44,165,118
45,173,121
46,165,125
47,156,125
48,102,189
49,110,185
50,118,183
51,125,185
52,133,183
53,142,186
54,152,190
55,142,195
56,133,197
57,125,197
58,118,196
59,110,194
60,106,189
61,118,188
62,126,189
63,133,188
64,147,189
65,132,189
66,125,190
67,118,189
