,X,Y
0,54,131
1,55,149
2,56,166
3,59,183
4,66,199
5,78,212
6,93,222
7,109,231
8,126,234
9,143,231
10,161,223
11,179,212
12,190,198
13,197,181
14,200,163
15,202,146
16,203,128
17,69,111
18,78,104
19,90,103
20,103,104
21,113,108
22,137,109
23,148,104
24,161,104
25,174,106
26,184,112
27,125,119
28,125,129
29,124,139
30,124,150
31,110,159
32,117,162
33,125,164
34,133,162
35,140,159
36,83,122
37,91,118
38,99,118
39,107,123
40,99,123
41,91,123
42,146,123
43,154,119
44,162,118
45,170,122
46,163,123
47,154,123
48,97,181
49,108,178
50,119,176
51,126,178
52,134,177
53,146,180
54,158,184
55,145,196
56,134,199
57,126,199
58,117,197
59,107,192
60,100,182
61,118,182
62,126,183
63,134,183
64,154,185
65,134,190
66,126,190
67,117,189
