,x,y
0,6,56
1,7,79
2,11,101
3,15,123
4,23,144
5,38,162
6,56,177
7,76,191
8,98,195
9,119,190
10,138,175
11,155,160
12,168,142
13,177,123
14,182,103
15,186,81
16,186,59
17,19,43
18,34,35
19,52,34
20,69,39
21,84,46
22,111,46
23,127,38
24,143,34
25,161,35
26,174,44
27,98,60
28,98,77
29,99,94
30,99,111
31,79,115
32,88,118
33,98,122
34,108,119
35,118,115
36,38,59
37,49,54
38,61,56
39,73,65
40,60,65
41,48,64
42,123,66
43,133,56
44,145,55
45,155,61
46,146,65
47,134,66
48,52,129
49,70,128
50,87,128
51,98,131
52,109,129
53,125,129
54,141,130
55,126,150
56,110,159
57,98,160
58,85,159
59,69,150
60,58,132
61,87,135
62,98,136
63,109,135
64,135,132
65,110,148
66,98,149
67,86,147
